Merk,ModelName,Tipe,Transmisi,Tahun,min_price,avg_price,max_price,count,KodeDaerah,lokasi,kilometer2
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,105000000,105000000.0,105000000,1,BG,JAMBI,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,90000000,90000000.0,90000000,1,BK,MEDAN,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,100500000,100500000.0,100500000,1,BM,PEKANBARU,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,90000000,90000000.0,90000000,1,D,BANDUNG,30k-50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,90000000,90000000.0,90000000,1,D,BANDUNG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,109000000,109000000.0,109000000,1,DA,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,80000000,80000000.0,80000000,1,DD,MAKASSAR,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,74000000,74000000.0,74000000,1,G,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,75000000,75000000.0,75000000,1,H,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,115000000,115000000.0,115000000,1,H,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,80000000,80000000.0,80000000,1,H,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,94000000,94000000.0,94000000,1,K,Semarang,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,100000000,100000000.0,100000000,1,T,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,90000000,90000000.0,90000000,1,T,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2017,76000000,90500000.0,105000000,2,W,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,98000000,98000000.0,98000000,1,A,JAKARTA,30k-50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,80000000,80000000.0,80000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,94000000,94000000.0,94000000,1,D,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,78000000,78000000.0,78000000,1,D,MAKASSAR,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,86500000,86500000.0,86500000,1,KH,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,60000000,60000000.0,60000000,1,R,SEMARANG,<10k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2018,118000000,118000000.0,118000000,1,S,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,108500000,108500000.0,108500000,1,AB,YOGYAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,82000000,97750000.0,113500000,2,D,BANDUNG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,83000000,83000000.0,83000000,1,H,MAKASSAR,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,56000000,56000000.0,56000000,1,H,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,60000000,60000000.0,60000000,1,K,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2019,83500000,108000000.0,126000000,3,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2020,125000000,125000000.0,125000000,1,BH,JAMBI,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2020,116500000,116500000.0,116500000,1,G,TEGAL,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2020,113500000,113500000.0,113500000,1,KH,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2020,120000000,120000000.0,120000000,1,L,SURABAYA,30k-50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2020,115000000,115000000.0,115000000,1,N,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2021,112500000,112500000.0,112500000,1,AG,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2021,115000000,115000000.0,115000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2021,125000000,125000000.0,125000000,1,D,BANDUNG,30k-50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2021,123000000,123000000.0,123000000,1,N,SURABAYA,30k-50k
HONDA,MOBILIO,MOBILIO DD4 1.5 S MT CKD,MANUAL,2022,135000000,135000000.0,135000000,1,B,JAKARTA,30k-50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2014,67500000,67500000.0,67500000,1,A,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2014,80000000,80000000.0,80000000,1,B,JOGJA,10k-30k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2014,90000000,90000000.0,90000000,1,B,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2014,80000000,80000000.0,80000000,1,D,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2018,85000000,85000000.0,85000000,1,B,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2018,118500000,118500000.0,118500000,1,BP,BATAM,>50k
HONDA,MOBILIO,MOBILIO DD4 E M CVT-CKD,AUTOMATIC,2021,147000000,147000000.0,147000000,1,B,JAKARTA,30k-50k
HONDA,MOBILIO,MOBILIO DD4 E M/T,MANUAL,2016,75000000,75000000.0,75000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 E M/T,MANUAL,2017,67000000,67000000.0,67000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO DD4 E M/T,MANUAL,2017,104500000,104500000.0,104500000,1,B,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 E M/T,MANUAL,2019,135000000,135000000.0,135000000,1,AE,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO DD4 RS M-CVT CKD,AUTOMATIC,2016,70000000,70000000.0,70000000,1,B,PONTIANAK,>50k
HONDA,MOBILIO,MOBILIO DD4 S MT CKD,MANUAL,2016,70000000,70000000.0,70000000,1,B,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO DD4 S MT CKD,MANUAL,2016,79000000,79000000.0,79000000,1,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2014,80000000,80000000.0,80000000,1,KB,PONTIANAK,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,84000000,84000000.0,84000000,1,B,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,108000000,108000000.0,108000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,117000000,117000000.0,117000000,1,B,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,91000000,91000000.0,91000000,1,BG,JAMBI,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,109000000,109000000.0,109000000,1,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,96000000,96000000.0,96000000,1,S,SURABAYA,30k-50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2017,93500000,93500000.0,93500000,1,T,PADANG,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,110500000,110500000.0,110500000,1,AB,JOGJA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,104000000,104000000.0,104000000,1,B,BANDUNG,30k-50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,100000000,100000000.0,100000000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,87000000,87000000.0,87000000,1,D,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,110000000,110000000.0,110000000,1,KH,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2018,98000000,98000000.0,98000000,1,T,SAMARINDA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2019,129500000,129500000.0,129500000,1,D,JAKARTA,30k-50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2019,120000000,120000000.0,120000000,1,DA,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2019,108000000,108000000.0,108000000,1,F,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2019,105000000,105000000.0,105000000,1,G,PURWOKERTO,>50k
HONDA,MOBILIO,MOBILIO E CVT,AUTOMATIC,2021,105000000,105000000.0,105000000,1,T,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO E CVT PRESTIGE SPECIAL COLOR,AUTOMATIC,2018,105000000,105000000.0,105000000,1,F,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M CVT,AUTOMATIC,2018,103000000,103000000.0,103000000,1,B,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2014,57000000,57000000.0,57000000,1,B,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2015,71000000,71000000.0,71000000,1,T,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2016,72000000,72000000.0,72000000,1,D,PEKANBARU,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2016,85000000,85000000.0,85000000,1,DD,MAKASAR,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2017,92000000,92000000.0,92000000,1,B,TEGAL,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2017,88500000,88500000.0,88500000,1,BG,BENGKULU,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2017,70000000,70000000.0,70000000,1,G,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2017,96500000,96500000.0,96500000,1,S,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2017,77000000,77000000.0,77000000,1,T,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,103500000,103500000.0,103500000,1,AD,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,98000000,98000000.0,98000000,1,L,SAMARINDA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,120000000,120000000.0,120000000,1,L,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,98000000,98000000.0,98000000,1,R,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,115000000,115000000.0,115000000,1,T,JAKARTA,30k-50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2018,109000000,109000000.0,109000000,1,W,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2019,133500000,133500000.0,133500000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2019,120000000,120000000.0,120000000,1,BG,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2019,100000000,100000000.0,100000000,1,KH,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2020,119500000,119500000.0,119500000,1,BA,PADANG,30k-50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2020,100000000,100000000.0,100000000,1,DB,MANADO,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2021,97500000,97500000.0,97500000,1,D,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2021,135000000,135000000.0,135000000,1,F,BANDUNG,>50k
HONDA,MOBILIO,MOBILIO E M/T,MANUAL,2021,109000000,109000000.0,109000000,1,KH,SAMPIT,>50k
HONDA,MOBILIO,MOBILIO RS CVT,AUTOMATIC,2017,100000000,100000000.0,100000000,1,B,PADANG,10k-30k
HONDA,MOBILIO,MOBILIO RS CVT,AUTOMATIC,2018,55000000,55000000.0,55000000,1,D,BANDUNG,<10k
HONDA,MOBILIO,MOBILIO RS CVT,AUTOMATIC,2018,120000000,120000000.0,120000000,1,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO RS CVT,AUTOMATIC,2019,137500000,137500000.0,137500000,1,A,JOGJA,10k-30k
HONDA,MOBILIO,MOBILIO RS M/T,MANUAL,2019,127000000,127000000.0,127000000,1,BA,PEKANBARU,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2015,70000000,70000000.0,70000000,1,W,LAMPUNG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,65000000,65000000.0,65000000,1,B,PEKANBARU,<10k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,75000000,75000000.0,75000000,1,F,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,77500000,77500000.0,77500000,1,G,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,66000000,66000000.0,66000000,1,K,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,80000000,80000000.0,80000000,1,KH,SAMPIT,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2017,85000000,85000000.0,85000000,1,N,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,85000000,85000000.0,85000000,1,AD,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,71500000,71500000.0,71500000,1,B,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,97500000,97500000.0,97500000,1,BG,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,85000000,85000000.0,85000000,1,D,BANDUNG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,82000000,82000000.0,82000000,1,E,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,90500000,90500000.0,90500000,1,E,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,75500000,75500000.0,75500000,1,H,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,87500000,87500000.0,87500000,1,H,YOGYAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,85000000,85000000.0,85000000,1,KH,SAMPIT,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2018,88000000,88000000.0,88000000,1,S,MANADO,<10k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,101000000,101000000.0,101000000,1,A,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,95000000,95000000.0,95000000,1,A,Yogyakarta,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,105500000,105500000.0,105500000,1,AB,JOGJA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,85000000,85000000.0,85000000,1,AD,BALIKPAPAN,30k-50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,91000000,91000000.0,91000000,1,AD,JOGJA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,98000000,98000000.0,98000000,1,B,JAMBI,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,100000000,100000000.0,100000000,1,BG,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,101000000,101000000.0,101000000,1,D,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,90500000,90500000.0,90500000,1,D,PADANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,115500000,115500000.0,115500000,1,E,BANDUNG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,92500000,92500000.0,92500000,1,E,PALEMBANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,103000000,103000000.0,103000000,1,F,JAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,75000000,75000000.0,75000000,1,G,PURWOKERTO,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,68500000,68500000.0,68500000,1,G,YOGYAKARTA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,99500000,99500000.0,99500000,1,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,116500000,116500000.0,116500000,1,W,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,83000000,83000000.0,83000000,1,Z,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2019,110500000,110500000.0,110500000,1,Z,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2020,100000000,100000000.0,100000000,1,D,LAMPUNG,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2021,87000000,87000000.0,87000000,1,KH,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2021,115000000,115000000.0,115000000,1,KH,PALANGKARAYA,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2021,113000000,113000000.0,113000000,1,T,BANDUNG,10k-30k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2022,120000000,120000000.0,120000000,1,KH,BANJARMASIN,10k-30k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2022,125000000,125000000.0,125000000,1,KH,MASIN,>50k
HONDA,MOBILIO,MOBILIO S M/T,MANUAL,2023,141000000,141000000.0,141000000,1,DM,MAKASSAR,30k-50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2017,85000000,85000000.0,85000000,1,T,CIREBON,>50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2021,90000000,90000000.0,90000000,1,BK,SEMARANG,>50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2021,119000000,119000000.0,119000000,1,L,SURABAYA,>50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2022,115500000,115500000.0,115500000,1,D,JAKARTA,10k-30k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2022,129500000,129500000.0,129500000,1,DA,BANJARMASIN,>50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2022,125000000,125000000.0,125000000,1,KH,BANJARMASIN,10k-30k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2023,148000000,148000000.0,148000000,1,DA,BANJARMASIN,10k-30k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2023,119500000,119500000.0,119500000,1,DH,SURABAYA,<10k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2023,145000000,145000000.0,145000000,1,E,TEGAL,30k-50k
HONDA,MOBILIO,MOBILIO S MT,MANUAL,2023,140000000,140000000.0,140000000,1,KH,PALANGKARAYA,<10k
HONDA,MOBILIO,NEW MOBILIO E CVT,AUTOMATIC,2020,152500000,152500000.0,152500000,2,B,JAKARTA,10k-30k
HONDA,MOBILIO,NEW MOBILIO E CVT,AUTOMATIC,2020,132500000,132500000.0,132500000,1,D,BANDUNG,>50k
HONDA,MOBILIO,NEW MOBILIO RS M/T,MANUAL,2019,115000000,115000000.0,115000000,2,D,JAKARTA,>50k
HONDA,MOBILIO,NEW MOBILIO S M/T,MANUAL,2021,110000000,110000000.0,110000000,1,T,JAKARTA,>50k
HONDA,MOBILIO,NEW MOBILIO S M/T,MANUAL,2022,119500000,119500000.0,119500000,1,AD,BANJARMASIN,30k-50k
HONDA,MOBILIO,NEW MOBILIO S M/T,MANUAL,2022,134500000,134500000.0,134500000,2,AD,SEMARANG,10k-30k
HONDA,MOBILIO,NEW MOBILIO S M/T,MANUAL,2023,114500000,114500000.0,114500000,1,S,SURABAYA,30k-50k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,189000000,189000000.0,189000000,1,BP,BATAM,10k-30k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,210000000,210000000.0,210000000,1,D,BANDUNG,<10k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,195000000,195000000.0,195000000,1,DA,BANJARMASIN,>50k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,208000000,208000000.0,208000000,1,DA,PALEMBANG,<10k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,91500000,91500000.0,91500000,1,KH,BANJARMASIN,<10k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2023,180000000,180000000.0,180000000,1,KH,SAMPIT,>50k
HONDA,WR-V,WR-V 1.5 E CVT,AUTOMATIC,2024,175000000,175000000.0,175000000,1,D,CIREBON,30k-50k
HONDA,WR-V,WR-V 1.5 E MT,MANUAL,2023,173000000,173000000.0,173000000,1,B,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 E MT,MANUAL,2023,177500000,177500000.0,177500000,1,BM,PEKANBARU,10k-30k
HONDA,WR-V,WR-V 1.5 E MT,MANUAL,2024,154000000,154000000.0,154000000,1,DH,Kupang,>50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2022,230000000,230000000.0,230000000,1,DA,BANJARMASIN,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,177000000,203000000.0,229000000,2,B,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,235000000,235000000.0,235000000,1,BK,MEDAN,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,210000000,210000000.0,210000000,1,BK,MEDAN,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,205000000,205000000.0,205000000,1,D,BANDUNG,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,198000000,198000000.0,198000000,1,DH,Kupang,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,200000000,200000000.0,200000000,1,DH,Kupang,>50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,223500000,223500000.0,223500000,1,DP,MAKASSAR,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,194500000,194500000.0,194500000,1,DT,KENDARI,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,230000000,230000000.0,230000000,1,E,CIREBON,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,220000000,220000000.0,220000000,1,E,SURABAYA,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,225500000,225500000.0,225500000,1,F,JAKARTA,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,165000000,165000000.0,165000000,1,L,SURABAYA,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2023,232000000,232000000.0,232000000,1,N,SURABAYA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,220000000,220000000.0,220000000,1,B,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,197000000,197000000.0,197000000,1,BP,BATAM,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,217000000,217000000.0,217000000,1,D,BANDUNG,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,228000000,228000000.0,228000000,1,DA,BANJARMASIN,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,243500000,243500000.0,243500000,1,DA,BANJARMASIN,<10k
HONDA,WR-V,WR-V 1.5 RS CVT,AUTOMATIC,2024,220000000,220000000.0,220000000,1,T,BANDUNG,<10k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,230000000,237500000.0,245000000,2,B,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,208000000,211000000.0,214000000,2,B,JAKARTA,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,252000000,252000000.0,252000000,2,B,JAKARTA,<10k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,225000000,225000000.0,225000000,1,BD,PALEMBANG,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,201500000,201500000.0,201500000,1,BG,PALEMBANG,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,218500000,218500000.0,218500000,1,F,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,206500000,206500000.0,206500000,1,KH,SAMPIT,30k-50k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2023,225000000,225000000.0,225000000,1,S,SURABAYA,<10k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2024,244500000,244500000.0,244500000,1,DD,MAKASAR,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT HS,AUTOMATIC,2024,220000000,220000000.0,220000000,1,W,Surabaya,<10k
HONDA,WR-V,WR-V 1.5 RS CVT HS TWO TONE,AUTOMATIC,2023,230000000,230000000.0,230000000,1,A,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT TWO TONE,AUTOMATIC,2023,217000000,217000000.0,217000000,1,BK,MEDAN,<10k
HONDA,WR-V,WR-V 1.5 RS CVT Z,AUTOMATIC,2023,209000000,209000000.0,209000000,1,B,JAKARTA,10k-30k
HONDA,WR-V,WR-V 1.5 RS CVT Z,AUTOMATIC,2023,234500000,234500000.0,234500000,1,F,JAKARTA,10k-30k
HONDA,WR-V,WR-V DG 48 1.5 RS CVT,AUTOMATIC,2024,210000000,210000000.0,210000000,1,B,JAKARTA,30k-50k
HONDA,WR-V,WR-V DG 48 1.5 RS CVT Z,AUTOMATIC,2023,190500000,190500000.0,190500000,1,F,BANJARMASIN,10k-30k
HONDA,WR-V,WR-V E CVT,AUTOMATIC,2023,205000000,205000000.0,205000000,1,KH,PALANGKARAYA,10k-30k
HONDA,WR-V,WR-V E CVT,AUTOMATIC,2024,200000000,200000000.0,200000000,1,BM,JAKARTA,10k-30k
HONDA,WR-V,WR-V RS,AUTOMATIC,2023,215000000,215000000.0,215000000,1,DN,MAKASSAR,30k-50k
HONDA,WR-V,WR-V RS CVT TT,AUTOMATIC,2023,250000000,250000000.0,250000000,1,DT,MAKASAR,<10k
